path,intsize
OPT-NLC/normalized-PB10/oren/keeloq_tasca_instances/normalized-90_rounds_10_errors.opb.xz,8
OPT-NLC/normalized-PB10/oren/keeloq_tasca_instances/normalized-90_rounds_15_errors.opb.xz,8
OPT-NLC/normalized-PB10/oren/keeloq_tasca_instances/normalized-90_rounds_5_errors.opb.xz,8
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-autocorr_bern25-03.opb.xz,7
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-autocorr_bern30-08.opb.xz,16
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-autocorr_bern45-23.opb.xz,21
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-edgecross10-070.opb.xz,12
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-edgecross14-176.opb.xz,14
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-edgecross20-080.opb.xz,14
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-faclay60.opb.xz,25
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-graphpart_3g-0344-0344.opb.xz,26
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-graphpart_clique-40.opb.xz,15
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-sporttournament28.opb.xz,11
OPT-NLC/normalized-PB25/sakai/QPLIB-PB-PB25-20250422/instances/normalized-QPLIB_2017.opb.xz,19
OPT-NLC/normalized-PB25/sakai/QPLIB-PB-PB25-20250422/instances/normalized-QPLIB_3877.opb.xz,11
OPT-NLC/normalized-PB25/sakai/QPLIB-PB-PB25-20250422/instances/normalized-QPLIB_5881.opb.xz,17
